loan_id,customer_id,branch_id,loan_type_id,disbursement_date,due_date,loan_amount,interest_rate,emi_amount,paid_amount,outstanding_balance,loan_status,default_flag
L09044,C0648,B008,4,23-06-23,21-06-28,1687561,7.92,15469.31,1280028.13,407532.87,Active,No
L09045,C1256,B002,5,04-02-24,02-02-30,1663808,10.83,15251.57,844683.82,819124.18,Active,No
L09046,C0680,B020,2,23-07-22,22-07-24,1296150,8.67,11881.38,931413.07,364736.93,Active,No
L09047,C0363,B015,5,27-09-22,27-09-23,4449211,10.62,40784.43,1739942.63,2709268.37,Closed,No
L09048,C1376,B018,6,20-11-22,18-11-28,2652560,9.68,24315.13,1245921.47,1406638.53,Active,No
L09049,C0148,B014,2,11-08-22,09-08-28,1238158,8.96,11349.78,478749.06,759408.94,Active,No
L09050,C0446,B022,6,02-02-22,01-02-26,4731177,15.29,43369.12,1202127.91,3529049.09,Closed,No
L09051,C0031,B009,3,14-10-23,13-10-26,2296396,9.74,21050.3,1589321.25,707074.75,Active,No
L09052,C1008,B007,5,03-11-23,31-10-32,597911,12.39,5480.85,288971.55,308939.45,Active,No
L09053,C0510,B004,6,13-01-22,11-01-31,3887869,13.66,35638.8,3166257.16,721611.84,Closed,No
L09054,C1249,B011,3,20-12-23,19-12-24,3319255,7.69,30426.5,1270604.64,2048650.36,Closed,No
L09055,C1452,B028,4,25-06-22,23-06-30,1253919,11.97,11494.26,259586.72,994332.28,Active,No
L09056,C0978,B024,1,25-07-23,23-07-29,3611150,11.41,33102.21,2412152.02,1198997.98,Active,No
L09057,C1393,B008,5,30-12-23,29-12-26,1440501,15.37,13204.59,844623.67,595877.33,Closed,No
L09058,C1204,B001,1,02-03-22,01-03-24,555594,7.99,5092.95,114885.69,440708.31,Active,No
L09059,C1146,B029,2,20-02-22,20-02-24,524036,13.68,4803.66,342658.31,181377.69,Active,No
L09060,C1086,B016,5,04-01-22,04-01-24,1755077,10.17,16088.21,1547463.44,207613.56,Active,No
L09061,C0329,B014,3,25-10-22,24-10-27,981656,15.31,8998.51,561885.91,419770.09,Active,No
L09062,C0361,B024,3,28-03-24,28-03-27,758673,12.26,6954.5,681464.51,77208.49,Defaulted,Yes
L09063,C0988,B002,5,24-11-23,22-11-31,3175094,15.11,29105.03,1570526.67,1604567.33,Active,No
L09064,C0359,B030,6,02-04-22,02-04-23,2761896,10.38,25317.38,2017053.51,744842.49,Active,No
L09065,C0465,B016,1,09-11-23,07-11-29,1771674,14.98,16240.35,1694815.83,76858.17,Closed,No
L09066,C0830,B007,2,09-05-23,07-05-28,2862916,14.25,26243.4,1287248.31,1575667.69,Closed,No
L09067,C0372,B020,3,26-10-22,24-10-31,3387189,9.64,31049.23,1774804.53,1612384.47,Active,No
L09068,C0219,B024,3,08-07-22,07-07-26,298729,13.76,2738.35,259893.88,38835.12,Active,No
L09069,C0125,B020,4,11-04-22,11-04-23,433517,13.4,3973.91,420746.91,12770.09,Active,No
L09070,C0329,B009,1,16-04-23,13-04-33,477339,9.22,4375.61,192633.94,284705.06,Active,No
L09071,C0760,B009,2,23-12-22,22-12-26,362627,9.26,3324.08,218595.64,144031.36,Closed,No
L09072,C1127,B025,1,25-12-22,24-12-26,4293145,15.0,39353.83,1832233.74,2460911.26,Active,No
L09073,C0231,B012,1,14-09-22,13-09-27,1583869,11.03,14518.8,1184882.07,398986.93,Closed,No
L09074,C0020,B011,2,11-06-24,09-06-32,2121668,12.14,19448.62,1386976.97,734691.03,Closed,No
L09075,C1349,B029,3,31-10-23,29-10-31,4954527,8.7,45416.5,3247339.17,1707187.83,Closed,No
L09076,C0204,B017,1,04-01-24,02-01-31,4151537,8.52,38055.76,2115288.55,2036248.45,Active,No
L09077,C0408,B028,4,23-07-23,22-07-26,1670245,9.58,15310.58,852339.81,817905.19,Closed,No
L09078,C0949,B022,6,11-10-23,10-10-27,2549186,13.12,23367.54,1862955.23,686230.77,Active,No
L09079,C0739,B029,3,11-08-23,09-08-28,2781113,13.3,25493.54,1813054.48,968058.52,Active,No
L09080,C1295,B013,2,24-01-24,23-01-27,337064,8.19,3089.75,157756.13,179307.87,Active,No
L09081,C0801,B025,6,06-07-22,05-07-25,3820991,10.93,35025.75,827462.36,2993528.64,Closed,No
L09082,C0613,B010,4,08-05-24,07-05-31,3636717,15.23,33336.57,1003019.84,2633697.16,Active,No
L09083,C1196,B017,5,17-10-23,15-10-30,4196054,12.97,38463.83,4093201.64,102852.36,Closed,No
L09084,C0447,B008,2,11-06-22,08-06-32,4467260,12.64,40949.88,2371504.52,2095755.48,Defaulted,Yes
L09085,C0319,B011,5,20-07-23,17-07-32,4467756,7.97,40954.43,3760757.94,706998.06,Closed,No
L09086,C0727,B024,3,08-08-23,05-08-32,3442177,7.73,31553.29,2592544.4,849632.6,Active,No
L09087,C0687,B026,2,11-09-22,10-09-24,1048317,15.33,9609.57,867637.33,180679.67,Active,No
L09088,C0137,B010,6,19-07-22,17-07-31,719219,10.17,6592.84,265878.98,453340.02,Closed,No
L09089,C0131,B020,2,11-05-23,09-05-30,2941420,8.53,26963.02,766990.78,2174429.22,Active,No
L09090,C0215,B010,3,25-08-23,23-08-31,3854899,8.95,35336.57,3157640.06,697258.94,Closed,No
L09091,C1054,B022,4,28-10-23,26-10-30,3182311,7.52,29171.18,1404298.23,1778012.77,Active,No
L09092,C1496,B009,4,01-05-22,30-04-24,4882083,8.47,44752.43,3656478.39,1225604.61,Defaulted,Yes
L09093,C0610,B022,3,01-01-22,31-12-24,4616440,10.34,42317.37,1346471.14,3269968.86,Active,No
L09094,C1321,B028,6,17-10-23,15-10-29,4677668,7.83,42878.62,4445007.85,232660.15,Active,No
L09095,C1297,B025,5,28-06-23,27-06-24,3129910,14.4,28690.84,1443357.33,1686552.67,Active,No
L09096,C0606,B016,1,19-07-22,19-07-23,225130,15.32,2063.69,117281.37,107848.63,Active,No
L09097,C0508,B021,4,20-04-23,19-04-25,4606209,9.15,42223.58,2635682.02,1970526.98,Defaulted,Yes
L09098,C1310,B005,6,24-04-22,22-04-30,841303,8.12,7711.94,780248.55,61054.45,Active,No
L09099,C0883,B030,1,04-03-22,02-03-29,1759232,9.18,16126.29,941233.9,817998.1,Active,No
L09100,C0720,B019,3,23-07-23,21-07-29,4061572,10.93,37231.08,2824972.07,1236599.93,Active,No
L09101,C0695,B011,6,28-01-24,25-01-34,615208,12.05,5639.41,317101.59,298106.41,Closed,No
L09102,C0370,B016,6,21-04-22,19-04-28,2871306,12.83,26320.31,982281.74,1889024.26,Closed,No
L09103,C0214,B011,2,15-09-23,13-09-30,356997,9.55,3272.47,100454.72,256542.28,Closed,No
L09104,C0453,B001,1,03-03-24,02-03-28,1957470,7.55,17943.47,1587498.54,369971.46,Active,No
L09105,C0089,B017,2,12-11-22,11-11-26,3043457,10.0,27898.36,2498133.32,545323.68,Active,No
L09106,C1050,B022,5,04-06-24,03-06-28,3277102,8.03,30040.1,1999986.31,1277115.69,Defaulted,Yes
L09107,C1015,B014,5,24-10-22,23-10-27,3505169,14.79,32130.72,1256385.77,2248783.23,Active,No
L09108,C0308,B004,5,29-09-22,28-09-24,2401263,11.36,22011.58,606861.73,1794401.27,Closed,No
L09109,C0228,B016,5,22-02-22,20-02-32,3305146,9.96,30297.17,1051834.38,2253311.62,Active,No
L09110,C0030,B001,6,23-02-24,22-02-28,3561873,12.8,32650.5,2803278.66,758594.34,Active,No
L09111,C0634,B005,3,23-01-22,21-01-32,1437948,9.99,13181.19,1005366.88,432581.12,Active,No
L09112,C1143,B004,1,06-06-22,05-06-25,4352069,8.42,39893.97,1732897.42,2619171.58,Active,No
L09113,C0176,B006,6,10-12-22,09-12-27,4234231,12.9,38813.78,3806852.6,427378.4,Defaulted,Yes
L09114,C0654,B014,4,05-06-22,04-06-26,1756504,15.38,16101.29,908656.36,847847.64,Closed,No
L09115,C0337,B008,6,03-07-22,02-07-25,1514891,7.92,13886.5,1026061.95,488829.05,Active,No
L09116,C0004,B020,2,05-09-23,03-09-28,2811783,9.33,25774.68,2423777.5,388005.5,Closed,No
L09117,C0854,B019,1,21-01-23,20-01-28,4382996,11.9,40177.46,3122413.85,1260582.15,Active,No
L09118,C0813,B022,5,09-08-22,08-08-26,331960,7.66,3042.97,170553.69,161406.31,Active,No
L09119,C0656,B021,3,28-01-22,26-01-29,423769,13.94,3884.55,168699.99,255069.01,Closed,No
L09120,C0373,B018,2,06-04-23,05-04-27,3325051,9.04,30479.63,3019173.32,305877.68,Active,No
L09121,C0515,B016,1,08-10-22,07-10-27,2366186,8.88,21690.04,918730.86,1447455.14,Active,No
L09122,C0396,B020,3,17-05-22,16-05-27,196232,13.87,1798.79,93691.06,102540.94,Closed,No
L09123,C0241,B021,6,25-10-22,24-10-24,4875399,8.13,44691.16,4379021.8,496377.2,Closed,No
L09124,C0843,B021,1,25-06-23,22-06-33,2242233,10.66,20553.8,712491.34,1529741.66,Defaulted,Yes
L09125,C1092,B014,2,27-06-22,25-06-28,2125197,8.22,19480.97,1727622.31,397574.69,Closed,No
L09126,C1369,B020,1,17-07-22,15-07-28,4024786,10.39,36893.87,2340451.08,1684334.92,Active,No
L09127,C1060,B007,1,08-09-23,07-09-24,193622,9.23,1774.87,173351.82,20270.18,Active,No
L09128,C0118,B030,4,30-09-22,29-09-27,2698443,14.99,24735.73,1424443.58,1273999.42,Active,No
L09129,C0972,B025,6,30-05-23,28-05-30,1559870,11.52,14298.81,370928.13,1188941.87,Closed,No
L09130,C1267,B027,1,29-05-22,28-05-24,4031500,12.64,36955.42,2459574.36,1571925.64,Active,No
L09131,C0181,B029,5,31-05-22,31-05-23,3501628,14.26,32098.26,3169281.17,332346.83,Active,No
L09132,C0292,B001,3,06-03-23,05-03-26,1525084,14.68,13979.94,1044822.81,480261.19,Active,No
L09133,C0997,B029,1,19-04-24,19-04-27,1785768,11.98,16369.54,410554.81,1375213.19,Closed,No
L09134,C0592,B017,1,29-12-22,27-12-31,1840163,13.68,16868.16,690027.65,1150135.35,Closed,No
L09135,C0632,B027,5,17-03-22,16-03-27,1746925,11.46,16013.48,1735122.76,11802.24,Closed,No
L09136,C0538,B024,6,03-01-24,31-12-32,1185813,8.95,10869.95,351085.99,834727.01,Active,No
L09137,C0603,B011,4,12-04-22,10-04-29,4795932,12.17,43962.71,3958271.32,837660.68,Active,No
L09138,C1151,B023,3,23-06-22,21-06-30,4839532,14.98,44362.38,2617279.31,2222252.69,Active,No
L09139,C0876,B027,5,20-01-22,18-01-32,4135627,13.06,37909.91,3095087.12,1040539.88,Active,No
L09140,C0549,B026,2,08-01-23,07-01-25,572830,12.64,5250.94,275726.01,297103.99,Active,No
L09141,C0507,B029,6,17-09-23,14-09-33,4026681,10.38,36911.24,1772760.84,2253920.16,Active,No
L09142,C1279,B015,3,21-02-22,21-02-23,4123295,11.24,37796.87,4123284.97,10.03,Closed,No
L09143,C0669,B004,1,08-09-22,05-09-32,2109318,7.56,19335.42,1381275.34,728042.66,Active,No
L09144,C0184,B017,4,12-05-24,10-05-33,4969258,14.24,45551.53,1789560.87,3179697.13,Active,No
L09145,C0135,B028,3,15-11-23,13-11-30,4984302,12.45,45689.44,3084619.14,1899682.86,Active,No
L09146,C0797,B008,5,04-06-24,04-06-26,3393333,12.92,31105.55,1700336.11,1692996.89,Closed,No
L09147,C1433,B001,4,12-08-23,11-08-27,518975,12.52,4757.27,121297.01,397677.99,Active,No
L09148,C1281,B012,1,26-02-24,24-02-29,894421,12.64,8198.86,550305.66,344115.34,Defaulted,Yes
L09149,C1077,B013,1,07-03-22,05-03-30,4206241,12.97,38557.21,3168940.92,1037300.08,Active,No
L09150,C0595,B012,1,01-04-22,30-03-30,3914343,12.6,35881.48,3148118.36,766224.64,Active,No
L09151,C0055,B010,4,07-01-23,05-01-31,3417881,14.97,31330.58,2059544.56,1358336.44,Active,No
L09152,C1291,B007,5,10-08-23,07-08-32,547389,10.4,5017.73,451462.3,95926.7,Active,No
L09153,C0186,B008,5,01-04-23,31-03-26,4638041,8.01,42515.38,2637410.99,2000630.01,Active,No
L09154,C0602,B013,4,15-05-23,12-05-33,561684,10.62,5148.77,445550.25,116133.75,Active,No
L09155,C0935,B022,5,12-04-24,11-04-28,2268675,14.53,20796.19,2178876.09,89798.91,Active,No
L09156,C0190,B008,6,18-08-23,17-08-27,1263252,13.35,11579.81,648161.45,615090.55,Active,No
L09157,C1294,B002,6,12-05-22,12-05-23,3079614,10.3,28229.8,2433193.22,646420.78,Closed,No
L09158,C0223,B010,6,25-10-22,24-10-26,2869019,14.06,26299.34,1106465.61,1762553.39,Active,No
L09159,C1144,B029,5,07-12-23,04-12-33,3610600,13.69,33097.17,2882176.7,728423.3,Active,No
L09160,C1496,B009,1,01-10-23,30-09-26,2234384,12.13,20481.85,490581.03,1743802.97,Active,No
L09161,C1144,B021,2,27-04-24,26-04-28,856301,8.99,7849.43,468017.27,388283.73,Active,No
L09162,C1106,B011,5,11-06-22,08-06-32,1126891,9.63,10329.83,241760.86,885130.14,Active,No
L09163,C0206,B011,6,13-05-22,12-05-25,4845028,8.34,44412.76,1433538.92,3411489.08,Active,No
L09164,C1441,B001,5,26-06-23,25-06-25,1737145,13.64,15923.83,914594.0,822551.0,Active,No
L09165,C0986,B014,1,19-04-23,18-04-26,1285742,9.71,11785.97,987794.06,297947.94,Active,No
L09166,C1111,B022,2,21-02-22,21-02-23,2689854,13.88,24657.0,1093534.56,1596319.44,Active,No
L09167,C1276,B021,5,08-06-22,07-06-27,4159630,12.07,38129.94,3092677.14,1066952.86,Active,No
L09168,C0247,B023,5,21-09-23,18-09-33,2433094,14.05,22303.36,2157951.56,275142.44,Closed,No
L09169,C1180,B008,6,15-08-23,13-08-30,1561382,11.1,14312.67,793221.82,768160.18,Active,No
L09170,C0080,B001,2,27-02-22,26-02-25,4351529,12.16,39889.02,3149127.57,1202401.43,Active,No
L09171,C0393,B012,6,13-02-24,11-02-30,4216935,9.2,38655.24,927323.84,3289611.16,Active,No
L09172,C1412,B017,4,01-05-22,29-04-29,4084537,11.3,37441.59,2087460.3,1997076.7,Active,No
L09173,C1250,B004,5,16-09-23,14-09-29,2138082,9.0,19599.09,1946657.91,191424.09,Closed,No
L09174,C0502,B030,3,24-08-23,22-08-31,4541701,11.06,41632.26,2028197.81,2513503.19,Closed,No
L09175,C0880,B028,2,21-09-22,20-09-26,980057,9.92,8983.86,467946.75,512110.25,Active,No
L09176,C1134,B001,2,01-11-22,29-10-32,1131578,8.03,10372.8,780665.66,350912.34,Active,No
L09177,C0111,B029,4,25-07-22,24-07-27,4925812,11.51,45153.28,2003769.6,2922042.4,Defaulted,Yes
L09178,C0117,B012,4,11-03-22,09-03-28,2915031,8.59,26721.12,1421852.55,1493178.45,Active,No
L09179,C1290,B018,1,12-04-23,10-04-31,759739,10.48,6964.27,519443.23,240295.77,Closed,No
L09180,C0009,B017,2,06-02-22,05-02-26,551049,14.62,5051.28,361782.22,189266.78,Active,No
L09181,C0942,B030,2,25-06-23,24-06-27,4523607,11.74,41466.4,938129.78,3585477.22,Active,No
L09182,C1488,B020,6,04-06-23,03-06-25,4151828,12.98,38058.42,2519195.25,1632632.75,Closed,No
L09183,C0693,B006,5,29-03-23,26-03-32,1365691,8.35,12518.83,488596.92,877094.08,Defaulted,Yes
L09184,C1241,B006,5,26-05-24,24-05-32,903442,8.28,8281.55,318273.43,585168.57,Active,No
L09185,C1185,B026,4,23-12-23,21-12-31,308377,14.18,2826.79,67474.84,240902.16,Active,No
L09186,C1424,B012,1,03-10-22,01-10-29,1954383,9.15,17915.18,495485.28,1458897.72,Active,No
L09187,C1250,B020,4,10-06-23,09-06-25,4333959,7.82,39727.96,3482851.2,851107.8,Active,No
L09188,C0160,B004,1,20-04-23,17-04-32,2798213,7.61,25650.29,1153799.36,1644413.64,Closed,No
L09189,C0019,B024,5,27-07-23,24-07-33,856744,11.9,7853.49,452009.83,404734.17,Closed,No
L09190,C0229,B010,4,15-06-24,15-06-26,1008492,9.63,9244.51,779187.48,229304.52,Active,No
L09191,C0185,B011,6,20-07-23,18-07-28,2585868,7.73,23703.79,2528818.8,57049.2,Active,No
L09192,C0870,B027,5,04-12-23,03-12-24,1792952,7.99,16435.39,640952.07,1151999.93,Active,No
L09193,C0035,B020,4,13-06-24,13-06-27,3953511,13.34,36240.52,914667.32,3038843.68,Active,No
L09194,C0841,B018,2,03-04-23,02-04-24,794284,8.39,7280.94,510076.71,284207.29,Active,No
L09195,C1379,B009,6,22-05-23,19-05-33,3641896,8.67,33384.05,1242827.2,2399068.8,Active,No
L09196,C0963,B020,3,04-01-24,02-01-31,4125080,12.44,37813.23,3062532.75,1062547.25,Active,No
L09197,C1409,B002,6,03-03-23,01-03-30,4713529,12.33,43207.35,1566341.08,3147187.92,Closed,No
L09198,C1289,B012,5,29-07-23,26-07-32,258946,12.88,2373.67,115366.92,143579.08,Active,No
L09199,C0056,B007,4,12-08-22,10-08-29,450339,10.65,4128.11,175519.04,274819.96,Active,No
L09200,C0672,B002,2,04-02-22,02-02-31,1607329,14.48,14733.85,1384294.65,223034.35,Closed,No
L09201,C0860,B017,6,14-10-22,11-10-32,3782423,15.07,34672.21,3109756.82,672666.18,Active,No
L09202,C0918,B027,2,18-07-22,17-07-26,724004,13.07,6636.7,689749.28,34254.72,Active,No
L09203,C0724,B027,5,01-03-22,27-02-30,1107997,10.34,10156.64,852832.02,255164.98,Closed,No
L09204,C1023,B008,1,17-04-22,15-04-31,2192413,8.12,20097.12,492096.58,1700316.42,Active,No
L09205,C0695,B001,2,25-07-22,23-07-30,2523694,13.62,23133.86,1515812.14,1007881.86,Active,No
L09206,C0936,B025,2,20-04-24,19-04-31,2872172,8.17,26328.24,2061205.07,810966.93,Closed,No
L09207,C0497,B029,4,12-09-23,11-09-25,2769554,13.1,25387.58,1731595.52,1037958.48,Active,No
L09208,C1116,B022,2,24-05-23,22-05-28,1694951,9.06,15537.05,1562716.12,132234.88,Active,No
L09209,C0015,B028,5,23-06-23,21-06-29,1382108,11.08,12669.32,434176.08,947931.92,Defaulted,Yes
L09210,C0169,B014,6,22-06-22,21-06-24,1871388,13.76,17154.39,950496.92,920891.08,Active,No
L09211,C1093,B028,6,31-01-24,29-01-30,2943230,15.04,26979.61,2470881.91,472348.09,Active,No
L09212,C0914,B023,6,22-11-22,22-11-23,1582000,11.7,14501.67,742449.19,839550.81,Active,No
L09213,C0983,B026,2,11-02-22,09-02-32,3387261,11.53,31049.89,2563481.95,823779.05,Active,No
L09214,C0625,B003,2,05-10-23,03-10-31,4708836,14.95,43164.33,1496007.27,3212828.73,Closed,No
L09215,C0198,B006,4,25-01-24,24-01-26,1542981,10.7,14143.99,1535308.55,7672.45,Active,No
L09216,C0685,B030,6,18-10-22,16-10-31,2045577,14.92,18751.12,590080.19,1455496.81,Active,No
L09217,C1402,B003,4,03-03-22,03-03-23,3543884,14.48,32485.6,2189884.23,1353999.77,Active,No
L09218,C0130,B006,2,07-10-23,06-10-25,554912,13.55,5086.69,493715.79,61196.21,Closed,No
L09219,C1006,B025,2,30-12-22,29-12-26,4624979,11.69,42395.64,4560533.25,64445.75,Closed,No
L09220,C1038,B019,6,11-04-24,10-04-28,2712528,13.59,24864.84,1659974.93,1052553.07,Closed,No
L09221,C0264,B006,3,23-02-23,23-02-24,4884671,12.0,44776.15,4577995.25,306675.75,Active,No
L09222,C1447,B022,5,11-08-22,10-08-24,3233717,9.22,29642.41,2356254.49,877462.51,Closed,No
L09223,C0624,B026,1,15-12-23,13-12-29,2342362,13.5,21471.65,808837.0,1533525.0,Closed,No
L09224,C0251,B002,3,24-01-22,22-01-29,4861809,13.89,44566.58,3323440.97,1538368.03,Active,No
L09225,C0245,B004,1,18-12-22,17-12-27,4598958,14.14,42157.12,3102673.96,1496284.04,Active,No
L09226,C1435,B026,1,17-01-24,15-01-29,4175614,12.08,38276.46,3320357.04,855256.96,Active,No
L09227,C0163,B008,4,30-09-22,28-09-31,1774305,8.31,16264.46,773671.95,1000633.05,Active,No
L09228,C1355,B012,4,10-09-23,08-09-29,2665978,13.98,24438.13,2359086.24,306891.76,Closed,No
L09229,C1050,B020,4,21-12-23,20-12-26,3139690,12.16,28780.49,1049944.86,2089745.14,Active,No
L09230,C0302,B009,1,20-11-22,19-11-24,3162108,7.53,28985.99,640178.82,2521929.18,Closed,No
L09231,C1254,B019,2,14-05-23,13-05-26,833386,12.44,7639.37,382953.58,450432.42,Active,No
L09232,C1223,B015,2,03-12-23,01-12-29,1736927,13.26,15921.83,749504.28,987422.72,Active,No
L09233,C0760,B023,5,29-10-22,26-10-32,4744742,10.03,43493.47,1798497.34,2946244.66,Active,No
L09234,C0768,B026,3,11-07-22,11-07-23,3719704,7.88,34097.29,1360135.49,2359568.51,Active,No
L09235,C0325,B020,4,13-09-22,11-09-30,355066,13.7,3254.77,243928.25,111137.75,Closed,No
L09236,C1174,B017,2,16-06-24,14-06-33,1424683,10.12,13059.59,902416.64,522266.36,Active,No
L09237,C1166,B021,3,26-01-22,25-01-26,2356151,13.89,21598.05,549295.95,1806855.05,Active,No
L09238,C1471,B030,1,28-04-22,27-04-24,188308,13.77,1726.16,175358.48,12949.52,Closed,No
L09239,C0501,B005,4,20-07-22,19-07-26,527739,9.48,4837.61,418846.41,108892.59,Closed,No
L09240,C0836,B014,4,06-07-23,03-07-32,4732799,10.74,43383.99,2498135.22,2234663.78,Active,No
L09241,C0729,B022,2,25-07-22,22-07-32,2413842,15.47,22126.89,1902394.45,511447.55,Active,No
L09242,C0168,B020,1,11-04-24,10-04-29,823540,9.04,7549.12,285190.46,538349.54,Closed,No
L09243,C1170,B002,3,29-02-24,28-02-28,3461633,10.8,31731.64,782153.63,2679479.37,Active,No
L09244,C1484,B025,6,20-12-23,18-12-30,2642805,13.52,24225.71,2006146.71,636658.29,Active,No
L09245,C0156,B001,4,24-09-22,22-09-30,2637468,7.61,24176.79,817950.9,1819517.1,Active,No
L09246,C0077,B008,2,18-09-23,16-09-30,475572,13.7,4359.41,457040.22,18531.78,Active,No
L09247,C1138,B015,1,20-03-24,20-03-25,851944,9.56,7809.49,760219.03,91724.97,Active,No
L09248,C0821,B008,5,24-11-23,21-11-33,2663168,11.97,24412.37,1122814.03,1540353.97,Active,No
L09249,C0135,B010,6,05-06-22,04-06-27,1281742,13.4,11749.3,786835.65,494906.35,Active,No
L09250,C1348,B011,6,23-09-23,21-09-31,4170703,15.15,38231.44,2740620.02,1430082.98,Closed,No
L09251,C0552,B004,4,13-08-22,12-08-26,2835254,8.34,25989.83,1715830.17,1119423.83,Active,No
L09252,C0732,B002,1,09-09-23,07-09-30,1442034,12.77,13218.65,1333183.85,108850.15,Active,No
L09253,C1341,B001,6,03-08-23,02-08-24,1430786,15.13,13115.54,403603.01,1027182.99,Active,No
L09254,C1450,B010,5,25-01-22,25-01-24,3594579,13.7,32950.31,3493326.15,101252.85,Active,No
L09255,C1453,B019,1,13-04-24,12-04-28,3838028,12.91,35181.92,2652941.92,1185086.08,Closed,No
L09256,C0482,B016,3,28-08-22,26-08-31,373759,8.34,3426.12,337637.69,36121.31,Closed,No
L09257,C0184,B015,1,09-08-22,06-08-32,110117,12.19,1009.41,82826.65,27290.35,Closed,No
L09258,C0144,B018,1,19-10-22,18-10-26,2476728,9.54,22703.34,1661861.86,814866.14,Closed,No
L09259,C0241,B029,4,04-03-22,01-03-32,1647666,8.29,15103.61,1463051.0,184615.0,Active,No
L09260,C0682,B007,4,28-12-23,27-12-25,4658298,7.96,42701.07,3779290.37,879007.63,Closed,No
L09261,C1206,B013,4,27-05-23,26-05-24,337428,8.98,3093.09,194006.51,143421.49,Active,No
L09262,C0973,B026,1,26-12-23,24-12-31,4536333,11.35,41583.05,3164516.0,1371817.0,Closed,No
L09263,C1461,B029,6,12-03-24,10-03-32,1426174,11.77,13073.26,739201.32,686972.68,Closed,No
L09264,C0264,B017,5,07-06-24,06-06-29,694350,8.0,6364.88,172411.34,521938.66,Active,No
L09265,C0151,B017,3,14-04-24,13-04-30,4727261,8.51,43333.23,3979130.21,748130.79,Closed,No
L09266,C1106,B015,5,21-11-22,21-11-23,3582196,10.07,32836.8,2029443.42,1552752.58,Closed,No
L09267,C0166,B014,6,29-01-24,27-01-31,2623063,12.27,24044.74,2460181.61,162881.39,Active,No
L09268,C0043,B021,3,06-04-22,05-04-25,824931,13.64,7561.87,766417.63,58513.37,Active,No
L09269,C1275,B014,6,23-05-22,20-05-32,3660727,13.81,33556.66,3547635.1,113091.9,Defaulted,Yes
L09270,C1169,B027,1,07-08-23,06-08-24,3841775,15.39,35216.27,2032023.96,1809751.04,Active,No
L09271,C0820,B027,1,26-07-23,24-07-28,1565697,8.41,14352.22,943417.52,622279.48,Defaulted,Yes
L09272,C0869,B009,6,07-09-22,07-09-23,4261464,9.82,39063.42,2864491.2,1396972.8,Closed,No
L09273,C0625,B004,1,03-08-23,02-08-27,4136178,8.06,37914.97,968339.93,3167838.07,Active,No
L09274,C1306,B028,4,14-04-22,14-04-23,709472,8.06,6503.49,351681.11,357790.89,Active,No
L09275,C1040,B010,5,16-08-22,16-08-23,202977,11.53,1860.62,191761.99,11215.01,Closed,No
L09276,C1401,B027,6,08-02-24,05-02-34,2201406,9.82,20179.56,2187716.46,13689.54,Active,No
L09277,C0091,B005,2,25-08-22,24-08-26,1375957,12.06,12612.94,302224.98,1073732.02,Defaulted,Yes
L09278,C0506,B012,4,17-10-23,16-10-25,2195021,9.36,20121.03,1579581.87,615439.13,Active,No
L09279,C0996,B006,6,23-07-22,21-07-30,4797940,11.92,43981.12,1959207.64,2838732.36,Defaulted,Yes
L09280,C1458,B027,3,14-05-22,12-05-30,1033383,9.36,9472.68,699231.76,334151.24,Defaulted,Yes
L09281,C1162,B013,1,14-01-23,12-01-30,814770,10.97,7468.73,372879.6,441890.4,Defaulted,Yes
L09282,C0302,B009,2,04-04-23,02-04-28,3745760,13.35,34336.13,1978028.97,1767731.03,Active,No
L09283,C0607,B019,4,19-02-23,17-02-29,4814493,8.36,44132.85,1812593.97,3001899.03,Active,No
L09284,C0051,B011,5,03-12-22,02-12-26,4204532,8.68,38541.54,2845991.11,1358540.89,Closed,No
L09285,C0890,B030,2,19-10-23,18-10-24,4052701,8.06,37149.76,2873144.15,1179556.85,Active,No
L09286,C0186,B024,1,06-05-24,04-05-34,4460302,10.19,40886.1,3145625.31,1314676.69,Closed,No
L09287,C1468,B024,2,01-07-22,30-06-25,4289454,11.77,39320.0,2758817.93,1530636.07,Active,No
L09288,C0537,B011,1,02-10-23,01-10-25,3248577,10.91,29778.62,2791556.13,457020.87,Active,No
L09289,C0787,B012,1,15-12-23,13-12-29,747671,12.73,6853.65,565991.81,181679.19,Defaulted,Yes
L09290,C0338,B014,2,10-08-22,07-08-32,4421709,13.67,40532.33,1414560.5,3007148.5,Closed,No
L09291,C0563,B024,5,24-01-23,21-01-33,2946454,10.59,27009.16,1793653.49,1152800.51,Active,No
L09292,C0620,B018,5,18-02-22,17-02-25,2880754,14.6,26406.91,922518.38,1958235.62,Active,No
L09293,C1232,B003,6,29-05-22,28-05-26,3288097,13.92,30140.89,2810792.67,477304.33,Active,No
L09294,C1182,B010,1,29-05-23,26-05-33,3238479,9.89,29686.06,883685.27,2354793.73,Active,No
L09295,C0282,B020,5,12-06-23,11-06-25,4005573,12.58,36717.75,3633532.45,372040.55,Active,No
L09296,C0804,B014,1,01-07-23,29-06-29,149810,9.53,1373.26,137662.49,12147.51,Active,No
L09297,C1291,B014,1,22-12-23,19-12-32,4452894,11.03,40818.19,3516829.59,936064.41,Defaulted,Yes
L09298,C0141,B005,2,28-01-22,28-01-23,774990,8.01,7104.08,762830.21,12159.79,Active,No
