payment_id,loan_id,payment_date,payment_amount,payment_status
P17298,L00696,03-10-23,96472.74,Paid
P17299,L13179,14-08-23,79898.85,Paid
P17300,L00982,06-07-23,66530.49,Paid
P17301,L00772,23-04-23,13088.94,Paid
P17302,L10760,10-01-25,88941.56,Paid
P17303,L11187,06-03-25,93782.46,Pending
P17304,L11491,28-04-22,28519.41,Paid
P17305,L13081,20-08-22,79176.05,Paid
P17306,L01284,01-01-22,94981.06,Paid
P17307,L05696,23-01-22,42432.63,Paid
P17308,L03863,22-03-24,47105.85,Missed
P17309,L08855,24-06-24,74582.32,Paid
P17310,L10159,21-09-23,50452.92,Paid
P17311,L03516,02-01-24,26656.4,Paid
P17312,L02660,06-09-22,86291.12,Paid
P17313,L09174,03-11-22,90267.2,Pending
P17314,L11308,22-06-24,98188.33,Paid
P17315,L03493,20-03-24,62385.34,Paid
P17316,L11536,04-12-23,59834.57,Paid
P17317,L09213,08-12-22,55578.11,Missed
P17318,L08010,02-12-22,39906.08,Paid
P17319,L09232,14-02-25,82689.86,Paid
P17320,L04431,08-06-24,27906.61,Paid
P17321,L02612,27-02-25,92212.76,Paid
P17322,L01693,12-05-23,10417.94,Paid
P17323,L08276,18-12-22,5759.86,Paid
P17324,L12358,10-01-22,4670.12,Paid
P17325,L06925,02-06-24,80586.53,Missed
P17326,L07367,13-10-24,98312.86,Paid
P17327,L02746,22-05-24,89194.8,Missed
P17328,L09204,19-10-22,41709.3,Paid
P17329,L12075,24-12-24,28603.12,Pending
P17330,L07459,12-02-25,39474.64,Pending
P17331,L06025,04-04-22,64938.58,Paid
P17332,L09216,27-01-23,87271.67,Paid
P17333,L11080,10-07-23,74090.89,Paid
P17334,L08874,03-07-24,99715.99,Paid
P17335,L00536,02-05-22,64252.54,Pending
P17336,L03686,23-07-24,94886.18,Paid
P17337,L07420,18-08-22,80360.99,Paid
P17338,L10233,25-02-25,16830.65,Paid
P17339,L08540,26-04-22,52337.32,Paid
P17340,L04498,27-05-23,85015.03,Missed
P17341,L01272,05-12-22,99727.01,Pending
P17342,L10462,08-01-24,51001.62,Missed
P17343,L07421,18-02-23,32621.96,Paid
P17344,L01876,17-03-24,49079.86,Missed
P17345,L01170,30-06-22,71463.56,Paid
P17346,L01648,22-01-25,38795.28,Missed
P17347,L12938,19-06-23,82027.46,Paid
P17348,L09194,28-12-24,89053.36,Paid
P17349,L10746,24-09-24,56606.95,Paid
P17350,L09277,15-05-23,67931.59,Missed
P17351,L04734,08-07-24,83539.67,Missed
P17352,L06523,28-01-22,3036.19,Paid
P17353,L03373,01-01-25,99057.45,Paid
P17354,L10462,14-04-25,98003.64,Missed
P17355,L00124,11-05-24,30744.92,Paid
P17356,L10643,13-01-22,87127.67,Pending
P17357,L11988,26-02-23,99634.91,Pending
P17358,L03863,13-05-24,25601.19,Paid
P17359,L05756,20-11-24,31963.19,Pending
P17360,L14500,28-11-22,64845.69,Pending
P17361,L04859,08-04-24,29584.83,Pending
P17362,L02485,27-10-22,63576.5,Paid
P17363,L01344,31-03-24,21213.15,Paid
P17364,L11216,17-06-24,42610.66,Paid
P17365,L08823,23-08-24,27262.04,Missed
P17366,L07494,19-10-22,49833.42,Paid
P17367,L14057,24-03-22,28685.97,Paid
P17368,L13121,21-06-24,9011.59,Paid
P17369,L04646,14-09-24,68012.1,Paid
P17370,L03387,18-09-22,80043.54,Pending
P17371,L04135,10-02-22,96414.57,Paid
P17372,L12637,26-08-23,5538.49,Paid
P17373,L10855,29-08-22,97223.25,Paid
P17374,L00379,30-01-22,64331.08,Pending
P17375,L01190,07-01-24,57406.35,Paid
P17376,L04345,23-02-24,49524.27,Paid
P17377,L00167,28-02-23,34135.25,Paid
P17378,L04021,22-04-23,94446.97,Paid
P17379,L11950,23-09-22,22204.22,Paid
P17380,L14165,01-01-22,8420.22,Paid
P17381,L00860,07-06-24,8867.89,Pending
P17382,L01810,27-01-22,99576.78,Pending
P17383,L05357,15-12-23,45804.09,Missed
P17384,L14662,02-05-24,40191.24,Paid
P17385,L01343,19-06-22,97436.02,Paid
P17386,L14344,21-02-23,6668.93,Missed
P17387,L02914,14-09-23,43278.82,Paid
P17388,L09182,20-09-24,47654.26,Paid
P17389,L05552,22-07-22,71769.68,Paid
P17390,L06552,04-07-24,74609.87,Paid
P17391,L14235,08-11-24,32712.25,Paid
P17392,L11940,07-05-23,54602.29,Paid
P17393,L05387,05-12-23,63019.56,Paid
P17394,L12636,09-05-24,42988.85,Paid
P17395,L13328,26-05-23,15691.78,Paid
P17396,L12795,15-08-24,15308.63,Paid
P17397,L03350,23-01-25,94565.0,Paid
P17398,L00475,10-10-22,59638.52,Missed
P17399,L04063,02-10-24,86434.19,Paid
P17400,L02247,21-12-23,70357.8,Paid
P17401,L10832,29-05-22,16834.98,Pending
P17402,L10815,07-08-24,34852.92,Pending
P17403,L12226,15-12-22,8317.03,Missed
P17404,L02490,11-06-22,68683.18,Paid
P17405,L09281,09-01-24,95100.21,Paid
P17406,L08907,09-01-22,73929.97,Paid
P17407,L09807,01-06-22,58111.4,Paid
P17408,L03872,13-08-24,71459.7,Paid
P17409,L04451,17-08-23,38332.98,Paid
P17410,L14192,15-03-25,51868.65,Paid
P17411,L13099,22-02-22,46251.1,Paid
P17412,L12877,06-04-22,83886.04,Paid
P17413,L04024,15-01-24,10678.2,Paid
P17414,L14996,26-03-23,10175.0,Paid
P17415,L13156,06-01-24,97486.86,Missed
P17416,L08810,18-03-22,82370.44,Paid
P17417,L10919,20-09-22,63264.02,Pending
P17418,L11640,09-04-25,31838.66,Paid
P17419,L00343,02-09-22,14971.87,Paid
P17420,L13521,25-10-23,90819.52,Paid
P17421,L03238,18-06-22,11713.6,Paid
P17422,L06200,11-06-23,79679.07,Paid
P17423,L04298,04-09-23,48551.79,Paid
P17424,L04017,20-07-24,99586.2,Paid
P17425,L09903,16-01-24,33183.26,Paid
P17426,L02870,07-11-24,78111.14,Paid
P17427,L03848,29-04-24,40608.84,Missed
P17428,L00137,06-10-24,41709.04,Paid
P17429,L10575,30-03-25,71637.79,Paid
P17430,L10232,15-09-22,18400.74,Paid
P17431,L02982,03-11-22,33408.89,Paid
P17432,L07656,13-04-23,44751.94,Paid
P17433,L03482,22-10-24,46683.55,Pending
P17434,L13705,11-03-25,46962.69,Paid
P17435,L06589,16-03-24,73077.47,Paid
P17436,L03288,09-09-23,58079.18,Paid
P17437,L10484,24-02-23,11897.22,Paid
P17438,L06553,24-08-24,92940.67,Paid
P17439,L02331,17-08-22,22326.7,Missed
P17440,L13639,14-10-22,11805.54,Pending
P17441,L13376,17-05-22,56349.5,Paid
P17442,L02807,10-09-24,69215.84,Paid
P17443,L02996,19-11-23,14113.23,Pending
P17444,L06773,25-02-25,54046.01,Pending
P17445,L06610,12-04-22,99696.57,Paid
P17446,L13023,01-08-22,62756.46,Paid
P17447,L02787,09-01-22,76541.47,Paid
P17448,L07129,09-04-23,81024.91,Paid
P17449,L11287,30-12-23,22266.69,Paid
P17450,L01784,15-06-22,23227.29,Paid
P17451,L08719,14-05-22,8125.34,Paid
P17452,L05558,06-01-23,89594.05,Pending
P17453,L07952,03-03-23,48779.09,Pending
P17454,L02626,02-08-24,67481.57,Pending
P17455,L00012,18-11-22,5572.09,Paid
P17456,L07929,11-02-23,86972.06,Paid
P17457,L13773,08-11-23,62055.91,Pending
P17458,L13125,22-07-22,86693.75,Paid
P17459,L14473,26-03-25,98303.28,Missed
P17460,L08692,02-04-24,7005.11,Missed
P17461,L01960,06-06-24,66414.58,Paid
P17462,L00199,14-09-23,96231.07,Paid
P17463,L12187,17-02-23,76967.75,Paid
P17464,L10121,05-03-25,96878.68,Paid
P17465,L05943,15-03-24,65565.47,Pending
P17466,L08870,12-09-24,63029.62,Paid
P17467,L03048,08-04-24,24294.94,Paid
P17468,L00046,08-03-23,31865.09,Paid
P17469,L08897,14-10-23,60464.25,Paid
P17470,L06775,09-09-24,22211.33,Paid
P17471,L14269,03-03-22,86708.01,Pending
P17472,L06875,23-09-24,10166.49,Paid
P17473,L03221,12-06-22,99872.96,Paid
P17474,L10279,17-02-22,60310.21,Paid
P17475,L00232,28-02-22,93455.58,Pending
P17476,L08446,16-10-23,58389.62,Pending
P17477,L11880,24-12-23,55745.14,Paid
P17478,L09998,18-09-22,86938.13,Paid
P17479,L12177,03-08-22,51858.21,Paid
P17480,L08494,24-05-22,30710.46,Paid
P17481,L14412,04-07-22,63509.99,Paid
P17482,L09591,02-05-22,53538.62,Paid
P17483,L11086,30-06-23,70817.46,Paid
P17484,L00764,18-07-23,51053.86,Paid
P17485,L02040,03-09-23,54009.87,Pending
P17486,L08607,05-06-23,28140.0,Paid
P17487,L12381,01-11-22,60198.51,Paid
P17488,L08417,14-12-24,98753.08,Paid
P17489,L11109,09-12-24,46287.22,Missed
P17490,L06931,05-07-22,26082.96,Pending
P17491,L11342,04-04-25,99494.42,Paid
P17492,L05796,27-08-24,83310.48,Paid
P17493,L11895,26-12-24,80314.95,Missed
P17494,L13421,05-07-24,89580.87,Paid
P17495,L14375,09-03-22,92717.53,Pending
P17496,L08243,02-03-22,93339.71,Paid
P17497,L11965,28-04-23,23052.64,Paid
P17498,L06252,10-07-24,65138.35,Paid
P17499,L09869,26-12-23,35701.69,Paid
P17500,L04073,29-11-24,67665.24,Paid
P17501,L08946,06-02-24,29283.77,Paid
P17502,L11174,17-09-24,45965.55,Paid
P17503,L02020,21-09-22,82590.86,Paid
P17504,L11285,21-04-22,68069.78,Missed
P17505,L01076,07-12-23,15111.35,Paid
P17506,L13245,17-01-24,25312.94,Paid
P17507,L02728,19-11-23,93612.53,Paid
P17508,L04737,14-06-23,62088.48,Paid
P17509,L01776,28-05-22,86661.52,Paid
P17510,L05673,19-04-22,80785.21,Paid
P17511,L10320,16-03-22,11743.38,Pending
P17512,L05556,13-01-23,45453.02,Paid
P17513,L07404,08-07-23,46092.66,Paid
P17514,L07498,08-06-22,56128.8,Pending
P17515,L02583,23-09-23,13111.41,Pending
P17516,L11032,17-01-22,49624.53,Paid
P17517,L03998,22-03-23,76112.04,Paid
P17518,L04098,11-11-24,37920.14,Paid
P17519,L07405,25-06-22,98245.38,Paid
P17520,L11048,08-07-22,18879.96,Pending
P17521,L01747,18-02-25,51438.04,Pending
P17522,L09758,13-01-24,33158.62,Paid
P17523,L03309,02-06-24,54649.87,Pending
P17524,L03013,28-07-24,48867.36,Paid
P17525,L02741,31-01-22,34776.79,Paid
P17526,L01122,18-06-22,31195.78,Paid
P17527,L00904,24-01-25,29660.5,Paid
P17528,L12083,14-02-22,29477.95,Paid
P17529,L06284,10-02-22,62083.65,Pending
P17530,L01729,09-01-23,73141.44,Paid
P17531,L04049,15-02-25,76559.19,Paid
P17532,L03734,08-06-24,7136.98,Paid
P17533,L06336,26-11-22,80928.82,Paid
P17534,L00927,09-08-23,43377.32,Paid
P17535,L10062,22-01-22,55901.22,Pending
P17536,L03525,02-10-22,39683.4,Paid
P17537,L07149,07-03-25,94740.62,Paid
P17538,L07689,10-05-22,37669.01,Paid
P17539,L09044,01-12-23,66046.67,Paid
P17540,L14304,21-04-23,32883.35,Paid
P17541,L02160,20-02-22,33141.17,Paid
P17542,L09252,07-03-23,69229.23,Paid
P17543,L12185,08-12-24,9817.64,Paid
P17544,L03459,05-01-24,42464.47,Pending
P17545,L13012,14-08-24,75656.89,Pending
P17546,L00917,17-06-23,83253.12,Paid
P17547,L08311,20-10-22,83291.85,Pending
P17548,L02126,20-08-23,16408.71,Paid
P17549,L00017,08-09-23,40880.96,Paid
P17550,L10892,24-11-24,33973.32,Paid
P17551,L05507,19-08-22,49654.72,Paid
P17552,L08875,12-01-23,3482.41,Paid
P17553,L11032,29-08-24,19580.67,Pending
P17554,L00170,24-02-24,92866.02,Paid
P17555,L12504,12-01-25,22796.8,Paid
P17556,L07424,05-01-23,37362.29,Missed
P17557,L02436,22-06-22,98235.73,Pending
P17558,L10520,29-02-24,91472.86,Pending
P17559,L00714,13-01-23,36107.2,Pending
P17560,L00326,24-12-22,48146.49,Paid
P17561,L05321,09-06-24,55759.57,Paid
P17562,L06500,07-05-22,7894.53,Paid
P17563,L09281,27-04-22,31990.25,Paid
P17564,L08983,06-02-25,85641.85,Paid
P17565,L05244,23-02-25,8468.58,Paid
P17566,L11514,07-03-24,62089.42,Paid
P17567,L09790,17-08-23,91715.43,Paid
P17568,L05059,21-10-22,4993.57,Paid
P17569,L12626,18-09-23,52354.83,Paid
P17570,L13838,11-02-23,48619.64,Paid
P17571,L13179,27-12-24,94967.9,Paid
P17572,L06943,04-10-22,72131.96,Paid
P17573,L00466,07-09-23,20097.44,Paid
P17574,L12050,05-11-24,61011.04,Paid
P17575,L07282,29-06-22,45434.5,Paid
P17576,L13590,18-06-23,55885.4,Paid
P17577,L00853,19-05-23,10433.88,Paid
P17578,L01241,17-05-23,55632.25,Paid
P17579,L01264,20-01-24,66652.61,Paid
P17580,L02727,06-03-24,80307.15,Paid
P17581,L11978,28-02-24,67231.19,Paid
P17582,L07968,27-07-22,84049.4,Paid
P17583,L08475,20-06-24,55378.19,Paid
P17584,L12673,11-02-23,87559.85,Paid
P17585,L13898,07-01-25,35185.0,Paid
P17586,L07424,31-01-23,87768.68,Paid
P17587,L11030,03-04-25,34733.33,Paid
P17588,L14474,08-07-23,84731.36,Paid
P17589,L08832,16-06-22,44748.97,Paid
P17590,L04814,30-03-24,78276.58,Paid
P17591,L11574,18-05-24,67941.54,Paid
P17592,L09905,03-07-23,77209.38,Paid
P17593,L05128,05-06-22,4914.67,Missed
P17594,L01122,20-11-23,56378.68,Paid
P17595,L01598,01-12-22,62237.71,Paid
P17596,L07251,23-08-24,93127.39,Missed
P17597,L02984,30-09-24,29755.55,Paid
P17598,L04797,04-01-25,17360.12,Paid
P17599,L04510,04-07-24,99027.27,Paid
P17600,L08914,11-10-22,54084.26,Paid
P17601,L05378,25-02-23,21322.19,Paid
P17602,L06268,22-03-22,69747.6,Paid
P17603,L05784,03-05-22,99992.76,Pending
P17604,L00807,08-12-23,92443.68,Paid
P17605,L01943,27-05-24,59220.09,Pending
P17606,L07937,14-04-24,71863.32,Pending
P17607,L13151,23-05-24,73967.59,Paid
P17608,L03034,26-11-23,70484.23,Paid
P17609,L09075,18-10-24,79038.41,Paid
P17610,L12099,12-06-23,91075.67,Missed
P17611,L09734,01-10-23,41818.67,Paid
P17612,L10912,22-11-22,46259.39,Paid
P17613,L12338,25-08-24,4570.9,Paid
P17614,L00054,13-03-23,99940.41,Paid
P17615,L13120,29-09-22,12141.89,Paid
P17616,L14129,03-02-23,25582.87,Missed
P17617,L01345,16-07-23,55503.63,Pending
P17618,L04703,20-10-22,93144.36,Paid
P17619,L14652,20-06-22,42005.82,Missed
P17620,L03978,30-12-22,5518.22,Paid
P17621,L10950,05-07-24,59337.85,Pending
P17622,L06008,06-03-23,47233.97,Paid
P17623,L10478,11-02-23,2486.01,Pending
P17624,L07245,26-05-22,97031.68,Paid
P17625,L01680,21-05-24,21337.87,Paid
P17626,L08649,12-01-23,77229.61,Paid
P17627,L08971,08-09-23,9415.33,Paid
P17628,L02594,23-10-22,46429.62,Paid
P17629,L02498,30-06-23,54496.79,Pending
P17630,L07945,07-08-22,25255.79,Paid
P17631,L07339,24-06-23,95019.79,Paid
P17632,L09163,21-06-24,45181.05,Missed
P17633,L03412,26-01-23,14563.01,Paid
P17634,L07041,27-11-22,15327.62,Paid
P17635,L08692,29-11-23,86540.19,Missed
P17636,L08514,08-04-25,36905.85,Paid
P17637,L05301,07-12-22,64035.36,Paid
P17638,L11194,20-05-22,29199.56,Paid
P17639,L07121,05-08-22,34607.44,Paid
P17640,L09276,02-06-22,34828.95,Paid
P17641,L06092,13-08-24,85499.11,Paid
P17642,L13873,30-07-24,19215.22,Missed
P17643,L09448,08-05-24,56510.83,Paid
P17644,L03189,16-09-22,69003.93,Pending
P17645,L12206,09-02-25,77745.59,Missed
P17646,L10273,12-07-24,33661.89,Paid
P17647,L10563,13-07-23,11233.19,Missed
P17648,L04793,22-06-24,28061.66,Paid
P17649,L02215,29-07-23,53633.0,Paid
P17650,L11351,02-02-24,95877.04,Paid
P17651,L10623,13-03-25,63497.37,Paid
P17652,L00257,05-03-25,37602.81,Paid
P17653,L10388,29-07-22,99583.74,Paid
P17654,L03881,04-09-24,60894.48,Paid
P17655,L06190,05-11-24,61107.49,Paid
P17656,L07458,23-05-22,87449.3,Paid
P17657,L01171,08-03-24,23300.48,Paid
P17658,L11828,18-01-24,65191.79,Paid
P17659,L06143,29-06-22,4743.66,Paid
P17660,L03375,30-05-22,39162.44,Paid
P17661,L14800,08-09-24,29685.75,Paid
P17662,L07880,02-12-22,33362.84,Pending
P17663,L08808,30-08-24,15441.19,Paid
P17664,L01266,14-02-25,47258.95,Paid
P17665,L12070,27-10-22,64493.46,Paid
P17666,L14973,10-11-24,52706.25,Paid
P17667,L13318,26-07-22,67614.5,Paid
P17668,L00304,19-03-22,9852.31,Paid
P17669,L11942,16-06-23,16980.17,Paid
P17670,L12273,27-10-23,96508.49,Paid
P17671,L14501,27-09-23,66165.74,Paid
P17672,L10695,08-12-23,58494.92,Paid
P17673,L06680,20-06-22,35485.76,Paid
P17674,L02703,21-02-24,62085.31,Pending
P17675,L06295,20-05-23,83401.22,Paid
P17676,L04399,21-12-24,27728.83,Paid
P17677,L07944,03-04-24,26896.57,Paid
P17678,L07618,18-12-23,30249.86,Paid
P17679,L01769,10-07-22,59669.63,Paid
P17680,L07128,18-07-24,33063.4,Paid
P17681,L02374,13-04-25,13140.43,Paid
P17682,L00988,27-09-23,32400.96,Paid
P17683,L07183,25-02-24,48373.48,Paid
P17684,L07761,17-04-23,6017.4,Paid
P17685,L06882,03-04-25,44288.83,Paid
P17686,L12071,11-01-22,12212.38,Paid
P17687,L12131,31-03-25,13821.7,Paid
P17688,L10026,16-08-22,91344.15,Paid
P17689,L00388,15-09-23,7802.06,Paid
P17690,L03012,05-02-24,2548.31,Paid
P17691,L13095,03-01-24,21619.48,Pending
P17692,L09894,01-11-22,39196.56,Paid
P17693,L05914,13-04-22,12332.97,Pending
P17694,L07966,02-08-24,82759.92,Paid
P17695,L05092,26-02-23,51583.67,Paid
P17696,L01498,17-04-22,10345.9,Pending
P17697,L08794,25-08-23,23259.09,Pending
P17698,L07074,03-10-22,24038.55,Missed
P17699,L14130,24-10-24,15673.35,Paid
P17700,L07218,21-03-23,39685.69,Pending
P17701,L04644,08-06-22,14314.8,Paid
P17702,L10002,30-09-22,93562.45,Pending
P17703,L03354,18-10-22,27612.33,Missed
P17704,L10035,12-02-25,65453.91,Missed
P17705,L07333,21-05-22,47089.59,Paid
P17706,L01569,21-09-23,73392.21,Pending
P17707,L10102,11-10-23,91566.28,Paid
P17708,L00819,21-03-24,36834.85,Pending
P17709,L08769,07-02-25,58393.1,Paid
P17710,L08854,13-02-22,58911.11,Paid
P17711,L13479,17-09-24,66629.51,Paid
P17712,L06441,17-07-23,70234.79,Paid
P17713,L11873,19-10-24,92458.22,Paid
P17714,L08650,06-08-23,87886.55,Pending
P17715,L07995,07-08-22,71593.17,Pending
P17716,L08111,06-11-24,6199.29,Paid
P17717,L11481,24-01-24,9697.77,Paid
P17718,L01471,21-08-23,94929.07,Paid
P17719,L10172,28-12-22,33682.83,Paid
P17720,L02435,31-08-24,40694.3,Paid
P17721,L10476,09-05-24,30153.69,Missed
P17722,L14944,13-09-24,18390.71,Pending
P17723,L11734,13-09-22,55762.78,Paid
P17724,L04582,25-07-24,12413.53,Paid
P17725,L14251,08-04-25,6524.15,Paid
P17726,L13675,29-09-24,86219.13,Pending
P17727,L09273,15-03-23,75838.99,Paid
P17728,L10543,19-10-22,64522.88,Pending
P17729,L08201,21-08-22,22942.09,Paid
P17730,L10460,07-06-23,72067.33,Paid
P17731,L08039,04-09-22,49213.03,Paid
P17732,L08629,10-12-24,48304.8,Pending
P17733,L13619,01-10-22,79675.89,Paid
P17734,L02542,14-04-22,99290.61,Pending
P17735,L06855,27-06-22,60804.71,Paid
P17736,L01567,02-04-22,34173.86,Missed
P17737,L11380,19-08-22,14905.0,Paid
P17738,L09636,07-06-22,4758.3,Pending
P17739,L01940,19-05-24,96787.31,Paid
P17740,L07504,12-12-24,84344.77,Paid
P17741,L05075,19-09-24,79359.1,Paid
P17742,L02295,04-11-22,71581.21,Paid
P17743,L03363,25-11-22,42594.05,Paid
P17744,L04283,24-10-24,75717.5,Pending
P17745,L03969,08-06-23,5672.72,Pending
P17746,L04365,03-11-23,12553.6,Paid
P17747,L10337,07-12-24,32171.12,Paid
P17748,L00759,03-04-22,89721.88,Paid
P17749,L00109,28-09-24,11789.68,Pending
P17750,L09628,20-02-24,98219.48,Paid
P17751,L14334,23-07-22,37483.37,Paid
P17752,L14162,03-08-23,24618.78,Paid
P17753,L09889,30-01-24,5307.13,Paid
P17754,L11056,27-07-24,92457.82,Paid
P17755,L01917,27-08-24,76840.2,Paid
P17756,L14831,24-04-23,9623.94,Paid
P17757,L06343,26-07-22,30213.88,Paid
P17758,L03711,07-06-22,23025.62,Paid
P17759,L12499,16-08-23,90932.23,Paid
P17760,L10683,19-12-24,91232.93,Paid
P17761,L13829,27-08-24,78032.32,Paid
P17762,L11800,08-08-24,91788.92,Paid
P17763,L12302,10-12-24,11117.7,Paid
P17764,L04572,08-05-24,76907.58,Paid
P17765,L13556,07-02-23,39342.39,Pending
P17766,L13277,09-06-22,77134.27,Paid
P17767,L00230,07-01-22,54813.37,Missed
P17768,L10464,20-04-24,13497.81,Pending
P17769,L05481,28-08-23,98538.36,Paid
P17770,L07061,31-03-23,56277.74,Paid
P17771,L14032,14-04-25,46125.27,Paid
P17772,L10730,14-02-22,41739.64,Paid
P17773,L01190,20-01-25,2500.69,Paid
P17774,L03645,09-11-24,14375.39,Pending
P17775,L05947,06-01-25,69057.83,Paid
P17776,L12848,17-06-24,12697.6,Paid
P17777,L01923,20-01-22,35554.28,Paid
P17778,L00570,05-10-24,94045.22,Paid
P17779,L00304,11-03-24,81331.27,Paid
P17780,L04858,24-09-22,75073.11,Pending
P17781,L08164,31-01-22,83012.72,Paid
P17782,L01055,15-02-22,24588.73,Paid
P17783,L13882,24-08-24,61524.8,Paid
P17784,L07175,15-06-24,92664.3,Paid
P17785,L00260,26-08-23,79396.24,Paid
P17786,L11573,26-03-23,80442.73,Pending
P17787,L05378,21-08-23,84208.51,Paid
P17788,L02212,10-11-24,3001.02,Paid
P17789,L00827,19-07-22,82974.85,Paid
P17790,L09571,11-12-23,20412.16,Paid
P17791,L01738,25-05-23,18159.87,Paid
P17792,L11844,03-01-25,78665.18,Pending
P17793,L01861,19-09-22,12336.48,Paid
P17794,L14272,23-02-23,20225.24,Pending
P17795,L02318,12-10-22,38113.9,Paid
P17796,L08591,18-10-22,57476.08,Paid
P17797,L06494,20-11-23,86632.84,Paid
P17798,L09186,15-01-25,17807.32,Paid
P17799,L14656,02-09-24,3738.68,Paid
P17800,L06163,25-04-22,83057.53,Paid
P17801,L00094,10-11-23,57816.5,Paid
P17802,L06202,28-01-22,60772.96,Paid
P17803,L06596,21-01-23,64607.78,Paid
P17804,L12795,14-09-24,19088.45,Paid
P17805,L06728,22-03-23,94518.7,Paid
P17806,L09061,30-03-25,74653.41,Paid
P17807,L05801,07-01-23,94747.35,Pending
P17808,L03627,08-03-23,19528.32,Pending
P17809,L05363,15-06-24,58104.3,Paid
P17810,L03645,02-02-22,45453.92,Paid
P17811,L02525,08-03-25,96929.57,Missed
P17812,L14574,31-10-22,38265.04,Pending
P17813,L00128,10-09-22,88081.17,Paid
P17814,L07445,30-12-23,11360.28,Pending
P17815,L06748,21-04-24,44562.76,Paid
P17816,L07157,21-06-23,64124.18,Paid
P17817,L11836,24-04-24,14811.66,Paid
P17818,L05738,17-04-22,73079.47,Paid
P17819,L10071,23-01-25,79915.2,Paid
P17820,L12867,27-04-23,53426.63,Paid
P17821,L09603,11-01-25,47498.13,Pending
P17822,L10780,15-07-24,35647.24,Paid
P17823,L09176,02-07-22,51487.64,Pending
P17824,L09882,14-10-22,62265.22,Paid
P17825,L04277,25-05-22,24173.56,Paid
P17826,L00020,23-03-23,97281.98,Paid
P17827,L02163,13-12-23,40765.71,Paid
P17828,L11992,05-08-23,98477.62,Missed
P17829,L02616,03-09-22,42040.33,Paid
P17830,L05703,29-03-25,62129.53,Paid
P17831,L07892,26-06-22,31554.22,Pending
P17832,L10105,09-07-23,50259.65,Paid
P17833,L04268,26-07-23,63625.59,Pending
P17834,L06483,15-11-24,95811.49,Paid
P17835,L08599,28-09-22,12292.03,Paid
P17836,L03979,27-07-24,77261.43,Missed
P17837,L11004,23-02-23,20288.66,Pending
P17838,L14640,15-06-22,93880.43,Paid
P17839,L04891,27-05-24,21135.02,Paid
P17840,L05641,14-01-22,53923.97,Paid
P17841,L12731,24-08-24,21918.73,Paid
P17842,L00072,04-12-24,40977.38,Paid
P17843,L09158,20-08-24,78709.42,Paid
P17844,L09216,25-12-24,50763.24,Paid
P17845,L03111,10-08-22,94577.5,Paid
P17846,L03433,29-04-24,57521.12,Missed
P17847,L00618,25-05-24,47239.29,Missed
P17848,L12302,14-11-24,35680.28,Paid
P17849,L07742,15-01-23,35057.27,Pending
P17850,L05513,27-10-24,58143.54,Missed
P17851,L14833,13-08-24,81630.41,Paid
P17852,L00677,09-11-22,27894.81,Paid
P17853,L14904,24-08-24,82109.75,Paid
P17854,L06334,18-08-23,94358.32,Paid
P17855,L11826,04-08-24,21343.38,Missed
P17856,L04508,13-02-23,39281.27,Paid
P17857,L14100,15-04-25,11958.41,Paid
P17858,L01909,10-12-22,51231.67,Paid
P17859,L00662,27-02-25,75211.84,Paid
P17860,L10454,26-07-24,94808.91,Paid
P17861,L12684,29-07-22,54224.77,Paid
P17862,L10118,15-06-24,33893.82,Pending
P17863,L12580,17-01-23,65024.04,Paid
P17864,L10806,11-01-22,14595.3,Paid
P17865,L14772,28-10-23,56797.26,Paid
P17866,L13712,29-03-22,2069.79,Paid
P17867,L01698,19-04-22,66354.94,Paid
P17868,L00945,14-11-24,94681.33,Paid
P17869,L00486,19-01-23,75569.04,Paid
P17870,L08053,17-12-23,75424.52,Paid
P17871,L03906,29-04-24,48155.92,Paid
P17872,L14679,03-10-24,76089.93,Pending
P17873,L09085,17-03-25,64190.46,Missed
P17874,L09130,20-01-25,37776.04,Pending
P17875,L08981,26-04-24,84579.76,Paid
P17876,L12331,21-12-24,69011.36,Pending
P17877,L05455,27-11-22,16426.4,Pending
P17878,L11600,21-10-24,78300.95,Paid
P17879,L06465,10-10-22,31968.77,Paid
P17880,L04431,29-03-22,59390.59,Pending
P17881,L06233,30-04-22,40190.01,Paid
P17882,L11056,11-02-23,90126.44,Pending
P17883,L11343,10-03-25,55877.58,Paid
P17884,L05123,18-07-24,89259.22,Paid
P17885,L06041,09-09-23,22026.76,Paid
P17886,L12750,14-03-25,5035.98,Paid
P17887,L13695,30-03-24,33178.3,Paid
P17888,L02909,15-11-23,29060.59,Pending
P17889,L09832,02-03-22,48963.47,Pending
P17890,L08274,07-11-24,6175.14,Pending
P17891,L14898,23-10-23,7753.2,Paid
P17892,L11224,10-05-22,66338.74,Paid
P17893,L08465,09-11-22,93447.1,Pending
P17894,L07606,05-07-23,11048.34,Pending
P17895,L13237,22-07-24,29735.05,Paid
P17896,L04470,29-10-24,95791.44,Paid
P17897,L04241,02-02-23,59159.67,Pending
P17898,L07308,29-01-22,69455.88,Paid
P17899,L00364,03-12-24,42216.61,Paid
P17900,L06723,03-08-22,75589.98,Paid
P17901,L10785,06-05-24,94402.77,Paid
P17902,L09963,10-03-24,20981.17,Paid
P17903,L11520,21-06-22,7643.45,Paid
P17904,L09634,04-06-24,30498.58,Pending
